,cluster,term,color,word2vec_aggregate_centrality,word2vec_centrality,word2vec_in_cluster_centrality,x,y,area,freq,rel_freq,aagr,axis_year,spec,acceleration,acceleration_direction,freq_rank,aagr_rank,agg_rank,label,cluster_name,year
34,9,social_network,#FFE119,0.6070014983415604,0.5612462535500526,0.6527567505836487,10.304142951965332,0.23642821609973907,computer vision,15900.0,0.003,0.0,2018.0,0.798,0,0,333.0,184.0,517.0,SOCIAL NETWORK,USER EXPERIENCE,2018
35,0,forecast_period,#800000,0.5585379041731358,0.5423924177885056,0.574683390557766,8.168798446655273,3.642967462539673,computer vision,15227.0,0.003,0.0,2018.0,0.941,0,0,332.0,184.0,516.0,FORECAST PERIOD,MYRIAD X,2018
36,6,application,#4363D8,0.6690281927585602,0.5958583727478981,0.7421980202198029,9.47480583190918,4.792332649230957,computer vision,14887.0,0.003,0.0,2018.0,0.0,0,0,331.0,184.0,515.0,APPLICATION,CHALLENGING TASK,2018
37,6,emerge_technology,#4363D8,0.6564130932092667,0.5912925377488136,0.7215336561203003,8.454057693481445,4.334272384643555,computer vision,13574.0,0.003,0.0,2018.0,0.69,0,0,330.0,184.0,514.0,EMERGE TECHNOLOGY,CHALLENGING TASK,2018
38,9,right_direction,#FFE119,0.6053063943982124,0.5591277591884136,0.651485025882721,9.70019245147705,0.5951685905456543,computer vision,12748.0,0.003,0.0,2018.0,0.718,0,0,329.0,184.0,513.0,RIGHT DIRECTION,USER EXPERIENCE,2018
39,4,self_drive_car,#3CB44B,0.6677277684211731,0.5738123059272766,0.7616432309150696,8.804132461547852,6.976293087005615,computer vision,12545.0,0.003,0.0,2018.0,1.202,0,0,328.0,184.0,512.0,SELF DRIVE CAR,AUTONOMOUS VEHICLE,2018
40,5,high_speed,#42D4F4,0.6250544488430023,0.5745604932308197,0.6755484044551849,11.249114990234375,4.226927280426025,computer vision,12270.0,0.003,0.0,2018.0,0.91,0,0,327.0,184.0,511.0,HIGH SPEED,ADDITIONAL HARDWARE,2018
41,0,grow_demand,#800000,0.615428239107132,0.5790503621101379,0.651806116104126,8.339977264404297,3.95717453956604,computer vision,12266.0,0.003,0.0,2018.0,1.035,0,0,326.0,184.0,510.0,GROW DEMAND,MYRIAD X,2018
42,6,general_public,#4363D8,0.6002051532268524,0.5683940649032593,0.6320162415504456,9.237289428710938,1.3245251178741455,computer vision,12131.0,0.003,0.0,2018.0,0.915,0,0,325.0,184.0,509.0,GENERAL PUBLIC,CHALLENGING TASK,2018
43,6,three_part,#4363D8,0.59805528819561,0.5493201948702335,0.6467903852462769,10.318544387817383,3.9694387912750244,computer vision,11794.0,0.002,0.0,2018.0,0.751,0,0,324.0,184.0,508.0,THREE PART,CHALLENGING TASK,2018
44,6,advance,#4363D8,0.6121596097946167,0.5518450774252415,0.6724741458892822,8.981369018554688,5.19913387298584,computer vision,11229.0,0.002,0.0,2018.0,0.0,0,0,323.0,184.0,507.0,ADVANCE,CHALLENGING TASK,2018
45,9,user_experience,#FFE119,0.6384157538414001,0.5886839777231216,0.6881475448608398,10.588117599487305,0.8404041528701782,computer vision,10944.0,0.002,0.0,2018.0,0.784,0,0,322.0,184.0,506.0,USER EXPERIENCE,USER EXPERIENCE,2018
46,5,function,#42D4F4,0.628592312335968,0.5808478221297264,0.676336795091629,10.9268798828125,3.8891031742095947,computer vision,10451.0,0.002,0.0,2018.0,0.0,0,0,321.0,184.0,505.0,FUNCTION,ADDITIONAL HARDWARE,2018
47,3,the_session,#BFEF45,0.5450262241065502,0.5319153890013695,0.558137059211731,8.995468139648438,1.0728412866592407,computer vision,10210.0,0.002,0.0,2018.0,1.627,0,0,320.0,184.0,504.0,THE SESSION,"1,000 CATEGORY",2018
48,5,hurdle,#42D4F4,0.6010199040174484,0.5786096453666687,0.6234301626682281,8.00829792022705,4.074988842010498,computer vision,10169.0,0.002,0.0,2018.0,0.0,0,0,319.0,184.0,503.0,HURDLE,ADDITIONAL HARDWARE,2018
49,3,computer_science,#BFEF45,0.5488520413637161,0.5507686212658882,0.546935461461544,7.868539333343506,2.4141952991485596,computer vision,9413.0,0.002,0.0,2018.0,1.025,0,0,318.0,184.0,502.0,COMPUTER SCIENCE,"1,000 CATEGORY",2018
50,5,energy_efficiency,#42D4F4,0.6005159839987755,0.563790574669838,0.637241393327713,11.516983032226562,4.1156721115112305,computer vision,9300.0,0.002,0.0,2018.0,0.855,0,0,317.0,184.0,501.0,ENERGY EFFICIENCY,ADDITIONAL HARDWARE,2018
51,5,power_consumption,#42D4F4,0.6177270710468292,0.5657237470149994,0.6697303950786591,11.501349449157715,3.972536325454712,computer vision,9115.0,0.002,0.0,2018.0,1.261,0,0,315.5,184.0,499.5,POWER CONSUMPTION,ADDITIONAL HARDWARE,2018
52,7,neural_network,#911EB4,0.6885930001735687,0.571717232465744,0.8054687678813934,11.0953369140625,5.469393253326416,computer vision,9115.0,0.002,0.0,2018.0,1.841,0,0,315.5,184.0,499.5,NEURAL NETWORK,SEMANTIC SEGMENTATION,2018
53,0,stride,#800000,0.592035174369812,0.5583582259714603,0.625712126493454,8.23206615447998,4.9772138595581055,computer vision,8900.0,0.002,0.0,2018.0,0.0,0,0,314.0,184.0,498.0,STRIDE,MYRIAD X,2018
54,5,solar_panel,#42D4F4,0.5795460790395737,0.5445649474859238,0.6145272105932236,11.436074256896973,4.113973617553711,computer vision,8845.0,0.002,0.0,2018.0,1.052,0,0,313.0,184.0,497.0,SOLAR PANEL,ADDITIONAL HARDWARE,2018
55,7,performance,#911EB4,0.6814633756875992,0.5923174023628235,0.7706093490123749,11.44344425201416,5.058028221130371,computer vision,8713.0,0.002,0.0,2018.0,0.0,0,0,312.0,184.0,496.0,PERFORMANCE,SEMANTIC SEGMENTATION,2018
56,4,facial_recognition,#3CB44B,0.6573644280433655,0.5904759094119072,0.7242529392242432,12.013729095458984,0.561068594455719,computer vision,8699.0,0.002,0.0,2018.0,1.361,0,0,311.0,184.0,495.0,FACIAL RECOGNITION,AUTONOMOUS VEHICLE,2018
57,3,original_content,#BFEF45,0.5535895749926567,0.5556523725390434,0.5515267737209797,10.272658348083496,1.2522538900375366,computer vision,8493.0,0.002,0.0,2018.0,0.894,0,0,310.0,184.0,494.0,ORIGINAL CONTENT,"1,000 CATEGORY",2018
58,4,3d_printing,#3CB44B,0.6153151988983154,0.571088545024395,0.6595418602228165,8.40682315826416,4.408112525939941,computer vision,8164.0,0.002,0.0,2018.0,0.911,0,0,309.0,184.0,493.0,3D PRINTING,AUTONOMOUS VEHICLE,2018
59,6,specific_need,#4363D8,0.6338964402675629,0.5808207765221596,0.6869720965623856,9.174460411071777,3.9815168380737305,computer vision,7510.0,0.002,0.0,2018.0,0.947,0,0,308.0,184.0,492.0,SPECIFIC NEED,CHALLENGING TASK,2018
60,9,software_development_kit,#FFE119,0.5965574532747269,0.5613513067364693,0.6317635923624039,10.924116134643555,1.1320747137069702,computer vision,7073.0,0.001,0.0,2018.0,1.149,0,0,307.0,184.0,491.0,SOFTWARE DEVELOPMENT KIT,USER EXPERIENCE,2018
61,6,early_development,#4363D8,0.5801752954721451,0.5317281931638718,0.6286223977804184,9.037698745727539,5.190450668334961,computer vision,6845.0,0.001,0.0,2018.0,1.164,0,0,306.0,184.0,490.0,EARLY DEVELOPMENT,CHALLENGING TASK,2018
62,5,long_distance,#42D4F4,0.613455519080162,0.5667049661278725,0.660206064581871,10.989765167236328,4.3733391761779785,computer vision,6436.0,0.001,0.0,2018.0,1.19,0,0,305.0,184.0,489.0,LONG DISTANCE,ADDITIONAL HARDWARE,2018
63,0,embed_vision,#800000,0.6089984327554703,0.5864830389618874,0.6315138190984726,7.222188949584961,4.103466987609863,computer vision,6387.0,0.001,0.0,2018.0,1.018,0,0,304.0,184.0,488.0,EMBED VISION,MYRIAD X,2018
64,4,security_camera,#3CB44B,0.6411257088184357,0.5714913457632065,0.7107600718736649,12.045928955078125,0.5971848964691162,computer vision,6263.0,0.001,0.0,2018.0,1.424,0,0,303.0,184.0,487.0,SECURITY CAMERA,AUTONOMOUS VEHICLE,2018
65,8,convenience_store,#9A6324,0.6433228701353073,0.5340929664671421,0.7525527775287628,5.805470943450928,3.4515068531036377,computer vision,6226.0,0.001,0.0,2018.0,1.029,0,0,302.0,184.0,486.0,CONVENIENCE STORE,BRICK AND MORTAR STORE,2018
66,3,chief_scientist,#BFEF45,0.5512540712952614,0.5412402451038361,0.5612678937613964,8.00931167602539,2.2779903411865234,computer vision,5960.0,0.001,0.0,2018.0,1.446,0,0,301.0,184.0,485.0,CHIEF SCIENTIST,"1,000 CATEGORY",2018
67,6,natural_language_processing,#4363D8,0.6318772584199905,0.5741517767310143,0.6896027326583862,8.992899894714355,4.821822643280029,computer vision,5291.0,0.001,0.0,2018.0,1.497,0,0,300.0,184.0,484.0,NATURAL LANGUAGE PROCESSING,CHALLENGING TASK,2018
68,2,image_sensor,#F58231,0.6357824802398682,0.5697375386953354,0.7018274068832397,10.193527221679688,7.534499645233154,computer vision,5255.0,0.001,0.0,2018.0,1.102,0,0,299.0,184.0,483.0,IMAGE SENSOR,FRAME RATE,2018
69,3,phone_interview,#BFEF45,0.5432791672646999,0.5287611726671457,0.5577971637248993,8.885753631591797,1.2172144651412964,computer vision,5087.0,0.001,0.0,2018.0,1.514,0,0,298.0,184.0,482.0,PHONE INTERVIEW,"1,000 CATEGORY",2018
70,6,researcher,#4363D8,0.6609316021203995,0.5801397785544395,0.74172343313694,9.75605583190918,4.9337849617004395,computer vision,4947.0,0.001,0.0,2018.0,0.0,0,0,297.0,184.0,481.0,RESEARCHER,CHALLENGING TASK,2018
71,3,recent_item,#BFEF45,0.5545903965830803,0.5388934761285782,0.5702873170375824,11.323772430419922,1.873735785484314,computer vision,4482.0,0.001,0.0,2018.0,1.172,0,0,296.0,184.0,480.0,RECENT ITEM,"1,000 CATEGORY",2018
72,9,tech_firm,#FFE119,0.5931912809610367,0.5484644398093224,0.6379181146621704,9.890373229980469,0.36795851588249207,computer vision,4455.0,0.001,0.0,2018.0,1.174,0,0,295.0,184.0,479.0,TECH FIRM,USER EXPERIENCE,2018
73,7,computer_vision_application,#911EB4,0.7053512930870056,0.5896509885787964,0.8210515975952148,10.737767219543457,6.734792232513428,computer vision,4337.0,0.001,0.0,2018.0,1.487,0,0,294.0,184.0,478.0,COMPUTER VISION APPLICATION,SEMANTIC SEGMENTATION,2018
74,5,bad_weather,#42D4F4,0.5732116848230362,0.5460040792822838,0.6004192978143692,10.926992416381836,4.384899616241455,computer vision,3761.0,0.001,0.0,2018.0,1.248,0,0,293.0,184.0,477.0,BAD WEATHER,ADDITIONAL HARDWARE,2018
75,6,challenging_task,#4363D8,0.6737396717071533,0.5981077998876572,0.7493715286254883,9.798624038696289,5.145887851715088,computer vision,3694.0,0.001,0.0,2018.0,1.255,0,0,292.0,184.0,476.0,CHALLENGING TASK,CHALLENGING TASK,2018
76,7,multiple_resolution,#911EB4,0.7042631059885025,0.582436628639698,0.8260895907878876,10.641098022460938,6.185881614685059,computer vision,3685.0,0.001,0.0,2018.0,1.257,0,0,291.0,184.0,475.0,MULTIPLE RESOLUTION,SEMANTIC SEGMENTATION,2018
77,9,cambridge_analytica_scandal,#FFE119,0.5710749626159668,0.5263067353516817,0.6158431842923164,10.27994441986084,0.21359685063362122,computer vision,3672.0,0.001,0.0,2018.0,1.258,0,0,290.0,184.0,474.0,CAMBRIDGE ANALYTICA SCANDAL,USER EXPERIENCE,2018
78,3,the_rest,#BFEF45,0.557089064270258,0.5574019737541676,0.5567761547863483,9.12398624420166,0.7232762575149536,computer vision,3628.0,0.001,0.0,2018.0,1.263,0,0,289.0,184.0,473.0,THE REST,"1,000 CATEGORY",2018
79,2,high_resolution_color_image,#F58231,0.6351411789655685,0.5711403861641884,0.6991419792175293,10.325017929077148,7.313170909881592,computer vision,3600.0,0.001,0.0,2018.0,1.267,0,0,288.0,184.0,472.0,HIGH RESOLUTION COLOR IMAGE,FRAME RATE,2018
80,5,small_scale,#42D4F4,0.6152645796537399,0.5696257427334785,0.6609034091234207,10.136932373046875,4.587967395782471,computer vision,3301.0,0.001,0.0,2018.0,1.304,0,0,287.0,184.0,471.0,SMALL SCALE,ADDITIONAL HARDWARE,2018
81,6,drug_discovery,#4363D8,0.6014833375811577,0.5544074736535549,0.6485591977834702,9.139365196228027,5.311197757720947,computer vision,3250.0,0.001,0.0,2018.0,1.311,0,0,286.0,184.0,470.0,DRUG DISCOVERY,CHALLENGING TASK,2018
82,6,community,#4363D8,0.5874485224485397,0.5448136702179909,0.630083367228508,9.249048233032227,3.9876532554626465,computer vision,3237.0,0.001,0.0,2018.0,0.0,0,0,285.0,184.0,469.0,COMMUNITY,CHALLENGING TASK,2018
83,6,edge_computing,#4363D8,0.6311371326446533,0.5808593928813934,0.681414857506752,8.522967338562012,4.426455497741699,computer vision,3234.0,0.001,0.0,2018.0,1.313,0,0,284.0,184.0,468.0,EDGE COMPUTING,CHALLENGING TASK,2018
84,6,progress,#4363D8,0.646162286400795,0.5793285593390465,0.7129960060119629,8.947083473205566,5.21222448348999,computer vision,2992.0,0.001,0.0,2018.0,0.0,0,0,283.0,184.0,467.0,PROGRESS,CHALLENGING TASK,2018
85,3,imagenet_competition,#BFEF45,0.5615491420030594,0.5556996539235115,0.5673986300826073,9.074031829833984,2.982788562774658,computer vision,2979.0,0.001,0.0,2018.0,1.349,0,0,282.0,184.0,466.0,IMAGENET COMPETITION,"1,000 CATEGORY",2018
86,6,important_decision,#4363D8,0.6176093965768814,0.5597434714436531,0.6754753291606903,9.23990535736084,3.9738757610321045,computer vision,2978.0,0.001,0.0,2018.0,1.349,0,0,281.0,184.0,465.0,IMPORTANT DECISION,CHALLENGING TASK,2018
87,3,day,#BFEF45,0.5441234707832336,0.5431740432977676,0.5450729019939899,8.992361068725586,1.0005944967269897,computer vision,2886.0,0.001,0.0,2018.0,0.0,0,0,280.0,184.0,464.0,DAY,"1,000 CATEGORY",2018
88,6,valuable_information,#4363D8,0.6522843837738037,0.5790692642331123,0.7254995107650757,9.393263816833496,4.4455060958862305,computer vision,2844.0,0.001,0.0,2018.0,1.369,0,0,279.0,184.0,463.0,VALUABLE INFORMATION,CHALLENGING TASK,2018
89,4,traffic_light,#3CB44B,0.6356870532035828,0.5535534135997295,0.7178206890821457,8.839277267456055,7.005294322967529,computer vision,2686.0,0.001,0.0,2018.0,1.57,0,0,278.0,184.0,462.0,TRAFFIC LIGHT,AUTONOMOUS VEHICLE,2018
90,3,vision_relate_news,#BFEF45,0.5310414545238018,0.5181122627109289,0.5439706481993198,7.8565168380737305,4.142239570617676,computer vision,2676.0,0.001,0.0,2018.0,1.572,0,0,277.0,184.0,461.0,VISION RELATE NEWS,"1,000 CATEGORY",2018
91,9,sneak_peek,#FFE119,0.5997743308544159,0.5532186329364777,0.6463300287723541,10.125164031982422,1.121158480644226,computer vision,2609.0,0.001,0.0,2018.0,1.407,0,0,276.0,184.0,460.0,SNEAK PEEK,USER EXPERIENCE,2018
92,2,4_k,#F58231,0.59883151948452,0.5619511418044567,0.6357118934392929,10.485591888427734,0.9670096635818481,computer vision,2530.0,0.001,0.0,2018.0,1.596,0,0,275.0,184.0,459.0,4 K,FRAME RATE,2018
93,9,smart_home_gadget,#FFE119,0.588005930185318,0.5539016202092171,0.6221102327108383,11.769661903381348,0.5233914256095886,computer vision,2488.0,0.001,0.0,2018.0,1.427,0,0,274.0,184.0,458.0,SMART HOME GADGET,USER EXPERIENCE,2018
94,8,brick_and_mortar_store,#9A6324,0.6670191735029221,0.5491505898535252,0.7848877608776093,5.828012943267822,3.4424872398376465,computer vision,2361.0,0.0,0.0,2018.0,1.751,0,0,273.0,184.0,457.0,BRICK AND MORTAR STORE,BRICK AND MORTAR STORE,2018
95,5,three_dimensional_structure,#42D4F4,0.5572742559015751,0.5324789360165596,0.5820695757865906,9.421648979187012,5.370643138885498,computer vision,2335.0,0.0,0.0,2018.0,1.455,0,0,272.0,184.0,456.0,THREE DIMENSIONAL STRUCTURE,ADDITIONAL HARDWARE,2018
96,6,industrial_automation,#4363D8,0.639696016907692,0.5839487984776497,0.6954432427883148,8.343497276306152,4.428277969360352,computer vision,2329.0,0.0,0.0,2018.0,1.632,0,0,271.0,184.0,455.0,INDUSTRIAL AUTOMATION,CHALLENGING TASK,2018
97,9,form_factor,#FFE119,0.5894619151949883,0.5609786622226238,0.617945171892643,10.56202220916748,4.09860372543335,computer vision,2324.0,0.0,0.0,2018.0,2.059,0,0,270.0,184.0,454.0,FORM FACTOR,USER EXPERIENCE,2018
98,6,complete_set,#4363D8,0.6202363073825836,0.5658199265599251,0.6746526807546616,10.58790111541748,4.070340156555176,computer vision,2322.0,0.0,0.0,2018.0,1.457,0,0,269.0,184.0,453.0,COMPLETE SET,CHALLENGING TASK,2018
99,7,move_object,#911EB4,0.6775604039430618,0.5810261070728302,0.7740947008132935,10.718918800354004,6.981514930725098,computer vision,2194.0,0.0,0.0,2018.0,1.482,0,0,268.0,184.0,452.0,MOVE OBJECT,SEMANTIC SEGMENTATION,2018
100,9,open_source_software,#FFE119,0.6148061007261276,0.5813001245260239,0.6483120769262314,11.18045711517334,1.434056043624878,computer vision,2094.0,0.0,0.0,2018.0,1.502,0,0,267.0,184.0,451.0,OPEN SOURCE SOFTWARE,USER EXPERIENCE,2018
101,8,walmart_shelf,#9A6324,0.6143534183502197,0.5243885517120361,0.7043182849884033,5.945827484130859,3.4649133682250977,computer vision,2067.0,0.0,0.0,2018.0,1.508,0,0,266.0,184.0,450.0,WALMART SHELF,BRICK AND MORTAR STORE,2018
102,7,dataset,#911EB4,0.6999059468507767,0.5880054607987404,0.8118064403533936,10.392315864562988,5.844506740570068,computer vision,2054.0,0.0,0.0,2018.0,0.0,0,0,265.0,184.0,449.0,DATASET,SEMANTIC SEGMENTATION,2018
103,7,feature_extraction,#911EB4,0.7048618644475937,0.5780782103538513,0.8316455185413361,10.884275436401367,5.930627822875977,computer vision,2004.0,0.0,0.0,2018.0,1.919,0,0,264.0,184.0,448.0,FEATURE EXTRACTION,SEMANTIC SEGMENTATION,2018
104,5,unmanned_aerial_vehicle,#42D4F4,0.5979675501585007,0.5630339160561562,0.6329011917114258,9.33013916015625,6.8158698081970215,computer vision,1869.0,0.0,0.0,2018.0,1.551,0,0,263.0,184.0,447.0,UNMANNED AERIAL VEHICLE,ADDITIONAL HARDWARE,2018
105,5,initial_phase,#42D4F4,0.585565023124218,0.5514711737632751,0.6196588724851608,9.97104549407959,4.3558430671691895,computer vision,1864.0,0.0,0.0,2018.0,1.729,0,0,262.0,184.0,446.0,INITIAL PHASE,ADDITIONAL HARDWARE,2018
106,2,frame_rate,#F58231,0.6445012837648392,0.5835324749350548,0.7054701000452042,10.281981468200684,7.508388996124268,computer vision,1815.0,0.0,0.0,2018.0,1.564,0,0,261.0,184.0,445.0,FRAME RATE,FRAME RATE,2018
